uuid,Name,Product Code,Density,Density Range,Measured Ref. Index - AVG,RI Range,Product Line,Aroma Color,Notes Color (Secondary),Intensity 1-10,Cannabis Forward,Fruity Forward,Dessert Forward,Odor Type,Odor Description,Tags,Family Type,Main Terpenes,Density g/cc,Density_avg,Refractive_Index_avg
e7c4b9b5-95c0-4855-ac7a-46307471b3eb,AK-47 Alpha,6-33-9999,"[0.82, 0.8028, 0.8532, 0.8238, 0.8280]",0.793 - 0.859,"1.4735, 1.4754, 1.4760, 1.4768, 1.4759",1.446 - 1.505,Pure Terpenes Line,#107600,#7b7d5e,3.5,2,,,Diesel,"A pronounced piney presence with a peppery, herbal sharpness and a finish that evokes the scent of glue.","pine, Herbal, Glue, peppery",Herbal,"Myrcene, Alpha Pinene, Beta Caryophyllene",,0.82556,1.47552
13881dfd-2f29-4112-9c39-424d4927629e,Amnesia Haze,9-534-9999,".8576, 0.8597, 0.8583, 0.8389, 0.859, 0.8392, 0.8358, 0.8292, 0.851, 0.8312, 0.8398, 0.8356, 0.8536, 0.8588, 0.8482",0.813 - 0.880,"1.478, 1.4798, 1.4795, 1.4794, 1.478, 1.4808, 1.4806, 1.4787, 1.4815, 1.4811, 1.4803, 1.4811, 1.4795, 1.4815, 1.4819",1.451 - 1.51,Pure Terpenes Line,#b2c0a4,#f6fd93,4,2,0,0,Lemon Verbena,"Sweet herbal body, resembles lemon verbena tea","Camphorous, citrus, Herbal, Verbena",Herbal,"linalool, Beta Caryophyllene, Myrcene",,0.846393333,1.480113333
82990a14-4c5b-412a-80a9-a03890a071f9,Blue Cheese,6-17-9999,"0.8458, 0.8258, 0.8372, 0.8234, 0.8378, 0.8288",0.800 - 0.866,"1.4749, 1.4754, 1.4757, 1.4779, 1.4772, 1.4782",1.447 - 1.506,Pure Terpenes Line,#efdb8e,#8d9bbd,5,2,1,0,Cheese Plate,"blue cheese haze, tropical mango body with light sour notes","Sour, BlueCheese, Cheese, Fruity","Cheesy, Haze","Myrcene, Alpha Pinene, Beta Caryophyllene",0.8383,0.833133333,1.47655
2bd03747-67ae-46d7-b98f-083c4de10443,Blue Dream,6-510-9999,".8251, 0.8549, 0.84, 0.8453, 0.8304, 0.834, 0.8346, 0.8234, 0.8302, 0.8346, 0.8306, 0.8216, 0.8382, 0.8182",0.800 - 0.866,"1.4815, 1.4737, 1.4730, 1.4763, 1.4768, 1.4748, 1.466, 1.4734, 1.4747, 1.4755, 1.4754, 1.4751, 1.4762, 1.4757",1.445 - 1.504,Pure Terpenes Line,#0d23cd,#e996f4,3.5,2,1,,Purple Floral,"A very floral and delicate profile leaning towards lavender, with tones of ""blue"" aromas","Floral, Lavender",Floral,"Myrcene, Alpha Pinene, Beta Caryophyllene",0.83,0.832935714,1.474864286
b083a8e8-e515-4d4d-bdbd-d369020f09e2,Blueberry,06/01/9999,"0.8438, 0.8373, 0.8329, 0.8282, 0.8361, 0.8212, 0.81888, 0.834, 0.8318",0.798 - 0.865,"1.4730, 1.4744, 1.4741, 1.4747, 1.4744, 1.4728, 1.4731, 1.4764, 1.4762",1.445 - 1.504,Pure Terpenes Line,#ff7eec,#bbe478,3,1,2,0,Herbal Berries,"Sweet lemonade with fresh berry notes
","Lemonade, Lime, Sprite, BerryNotes, Camphorous, LightMint",Fruity,"Myrcene, Alpha Pinene, Limonene",0.853,0.831575556,1.474344444
13895f4f-cc26-4f3a-a82c-9b60e468fd43,Bubba Kush,06/04/9999,".8789, 0.8782, 0.8848, 0.8664, 0.8526, 0.8564, 0.8592, 0.8614, 0.8388, 0.8638, 0.8434",0.828 - 0.897,"1.4815, 1.4799, 1.4835, 1.482, 1.4824, 1.4837, 1.4840, 1.4834, 1.4829, 1.4845, 1.4847",1.453 - 1.513,Pure Terpenes Line,#e2b5ce,#4bd13b,3,2,3,0,Sweet Pine,Sharp sweet top note with a strong almost soap-like body. ,"soap, pine, Floral, Perfume","Floral, Spicy","Beta Caryophyllene, Limonene, Alpha Bisabolol",0.878,0.862172727,1.482954545
a6c1ca87-7625-435a-8041-3e48b3489613,Dosidos,6-537-9999,"0.8572, 0.8238, 0.8596, 0.8354",0.810 - 0.878,"1.4759, 1.4761, 1.4755, 1.4772",1.447 - 1.506,Pure Terpenes Line,#ed8989,#737651,4.5,2,1,,Floral Herbal,Fruity with skunky notes. a bit of bitter at the end,"Skunk, Fruity, Bitter",Fruity,"Limonene, linalool, Beta Caryophyllene",0.868,0.844,1.476175
4fcd107e-447e-474d-91ce-faa83d2fbaa7,Durban Poison,6-505-9999,"0.8619, 0.862, 0.833, 0.8458, 0.8438",0.815 - 0.883,"1.4815, 1.4816, 1.4833, 1.4837, 1.4841",1.453 - 1.512,Pure Terpenes Line,#c4ab6f,#faae3a,4,2,,0,Fresh Diesel,deep diesel with a hint of fresh citrus. a bit of old leather,"Diesel, citrus, Fresh","Diesel, Citrus","Terpinolene, Beta Caryophyllene, Limonene",,0.8493,1.48284
d26c37d5-d299-4a96-8468-f223413c33f4,Dutch Treat Haze,6-19-9999,"0.8819, 0.892, 0.867, 0.8609, 0.8526, 0.8466, 0.8704, 0.8762, 0.8574, 0.8614, 0.8598",0.831 - 0.901,"1.4863, 1.488, 1.4893, 1.4888, 1.4878, 1.4894, 1.4907, 1.4907, 1.4909, 1.4916, 1.4916",1.46 - 1.519,Pure Terpenes Line,#ff8080,#93c349,6,2,1,0,Sweet diesel,"A sweet, hazy base - herbal with a layer of almost candy-like fruity sweetness, creating a sweet profile with a distinct hazy character.","strawberry, Sour, sweet, Haze, Fruity, Candy","Candy, Haze","Beta Caryophyllene, Terpinolene, Humulene",0.8728,0.866018182,1.489554545
ecd877df-7ded-4372-97c2-0f22c92d70b8,GG#4,6-506-9999,"0.8473, 0.8211, 0.8664, 0.8448, 0.8446, 0.837, 0.8520, 0.8516, 0.8570, 0.8674, 0.8490, 0.8620, 0.8398, 0.8492, 0.8386",0.815 - 0.882,"1.4827, 1.4825, 1.4824, 1.4826, 1.4820, 1.4833, 1.4827, 1.4840, 1.4836, 1.4848, 1.4850, 1.4847, 1.4853, 1.4843, 1.4846",1.454 - 1.513,Pure Terpenes Line,#802e2e,#f9c2c2,4,2,,,Earthy Musk,Muddy-earthy body with musky and fruity notes. Glue back notes.,"Glue, Earthy, Mud, Musk","Earthy, Musky","Beta Caryophyllene, Limonene, Myrcene",0.869,0.84852,1.483633333
cd120801-b814-4e64-9d66-0134d65f28a6,GMO,6-30-9999,"0.8294, 0.8382, 0.8242, 0.8466, 0.8342",0.801 - 0.868,"1.4779, 1.4792, 1.4789, 1.4788, 1.4792",1.449 - 1.508,Pure Terpenes Line,#ce9e6e,#859681,6.5,4,2,,Green Guava,Characterized by its dominant pungent skunky aroma with notes of tropical fruit,"Guava, tropical, rottenegg, Sulfuric, Sweat",Skunk,"Myrcene, Limonene, Beta Caryophyllene",0.854,0.83452,1.4788
a786da00-c0f6-48aa-a1f8-91985f414f00,Green Crack,6-513-9999,"0.8493, 0.8276, 0.8252, 0.8362, 0.8330, 0.8364, 0.8428, 0.8316",0.802 - 0.869,"1.4796, 1.4790, 1.4793, 1.4790, 1.4790, 1.4797, 1.4805, 1.4803",1.45 - 1.509,Pure Terpenes Line,#eb7aab,#c0ad66,4,2,,,Fruity Glue,"fresh, earthy  and fruity, a bit of citrus notes","Fruity, Earthy",Fruity,"Myrcene, Beta Caryophyllene, Limonene",0.847,0.8352625,1.47955
efd80caa-783a-487b-96ce-977716dc4608,GSC,6-36-9999,"0.8699, 0.825, 0.8444, 0.8434",0.812 - 0.880,"1.4830, 1.4825, 1.4858, 1.4854",1.454 - 1.514,Pure Terpenes Line,#c2d6b3,#f1d9b7,3,1,,,Fresh Herbs,Citrus and herbal body with low metallic and doughy notes.,"Camphorous, pine, Herbal, Glue, Spicy, Bitter",Camphorous,"Beta Caryophyllene, Limonene, Myrcene",0.859,0.845675,1.484175
c8686088-60b9-4bd2-b5d1-1d1854183e4b,Jack Herer,06/12/9999,".856, 0.8592, 0.8003, 0.8383, 0.833, 0.8408, 0.8428, 0.8424, 0.8622, 0.8374, 0.8524, 0.8512, 0.8474, 0.8538, 0.8422, 0.8618, 0.8390, 0.8496, 0.8348, 0.8388",0.810 - 0.878,"1.4825, 1.4818, 1.4835, 1.4848, 1.4823, 1.4853, 1.4850, 1.4851, 1.4845, 1.4811, 1.4844, 1.4839, 1.4842, 1.4841, 1.4842, 1.4847, 1.4858, 1.4857, 1.4856, 1.4857",1.455 - 1.514,Pure Terpenes Line,#847471,#758a50,6,3,1,0,Fresh Diesel,"Bold diesel-earthy body with spicy and apple notes reminiscent of apple cider. strong pine notes, forest in the winter, a bit moss and wet dirt. layers of strong terpinolene and myrcene. Mid citrus notes. bit Gassy & Pungent","Apple, Sour, Gas, Terpinolene, Petrol, Haze","Diesel, Haze","Terpinolene, Beta Caryophyllene, Beta-Ocimene",0.862,0.84417,1.48421
95eee72d-c387-4c42-8c73-ad78079d5b4b,Lemon Diesel,6-554-9999,"0.863, 0.8530",0.824 - 0.892,"1.4775, 1.4800",1.449 - 1.508,Pure Terpenes Line,#c4b26d,#ceed59,3.5,2,1,,Lemon Diesel,diesel herbal lemon,"Lime, Diesel, citrus","Diesel, Citrus","Limonene, Beta Caryophyllene, linalool",0.887,0.858,1.47875
6e979588-e4a4-451a-83ff-226458280cfd,Mango Kush,6-13-9999,"0.8267, 0.8223, 0.8282, 0.8024, 0.8102, 0.8034",0.783 - 0.848,"1.447, 1.4743, 1.4763, 1.4745, 1.4758, 1.4752",1.441 - 1.5,Pure Terpenes Line,#e59d2f,#350101,3.5,1,2,,Tropical Kush,"A pronounced piney presence with a peppery, herbal sharpness and a finish that evokes the scent of glue. Bit mangoes'","tropical, Glue, Mango, peppery","Earthy, Tropical","Myrcene, Beta Caryophyllene, Limonene",0.835,0.815533333,1.470516667
45fc5aa1-753a-4aa2-aeb2-ef2cbe3f2838,Master Kush,6-29-9999,"0.8308, 0.8396, 0.8216",0.797 - 0.864,"1.4637, 1.4745, 1.4756",1.442 - 1.501,Pure Terpenes Line,#70a57b,#d4d464,4.5,3,,,Sour Hops,"Strong sour diesel body, fermantation back notes, lime and grapefruit notes","Herbal, Cheese, Earthy, Hops, Fermantation, Yeast",Diesel,"Myrcene, Beta Caryophyllene, Limonene",0.832,0.830666667,1.471266667
77aa29d6-afae-4ef1-a873-776f73622068,Northern Lights,6-532-9999,"0.8523, 0.8291, 0.8466, 0.8426, 0.8334, 0.8498, 0.8412",0.808 - 0.876,"1.4746, 1.4781, 1.4894, 1.4797, 1.4805, 1.4802, 1.4801",1.451 - 1.51,Pure Terpenes Line,#78a962,#e7f349,4,2,,,Herbal Lime,earthy citrus lime. a bit of herbal and spicy notes,"Lime, Earthy, Spicy","Earthy, Citrus","Myrcene, Beta Caryophyllene, Limonene",,0.842142857,1.480371429
1857c992-6605-45ca-92ed-e647dd64785b,OG Formulation,6-24-9999,0.8422,0.809 - 0.876,1.4772,1.448 - 1.507,Pure Terpenes Line,#769545,#d9c785,,1,,,Sweet Lime,OG KUSH WITH DIFFERENT  NAME - Balanced sweet Citrus body with diesel and eucalyptus notes with a deep woody background.,"Lemonade, Lime, Camphorous, Diesel, eucalyptus",Herbal,"Myrcene, Limonene, Beta Caryophyllene",,0.8422,1.4772
908dd071-589e-4790-ad6a-63bbf8b61b23,OG Kush,06/03/9999,"0.846, 0.8429, 0.8471, 0.8461, 0.8473, 0.8287, 0.8380, 0.8320, 0.8416, 0.8490, 0.847, 0.8276, 0.818, 0.818, 0.8286, 0.8334, 0.8312, 0.809, 0.8228, 0.8252, 0.829, 0.8186, 0.821, 0.823, 0.833, 0.839, 0.8222, 0.824, 0.825, 0.8418, 0.8422, 0.8418, 0.8536, 0.8500, 0.8388, 0.8436, 0.84, 0.8352, 0.8328",0.801 - 0.868,"1.474, 1.4719, 1.4750, 1.4751, 1.4752, 1.4741, 1.4762, 1.4760, 1.4754, 1.4781, 1.4771, 1.4769, 1.4759, 1.4759, 1.475, 1.4749, 1.4750, 1.4753, 1.4758, 1.4753, 1.4756, 1.4755, 1.475, 1.475, 1.475, 1.4782, 1.4774, 1.4776, 1.4777, 1.4762, 1.4772, 1.4778, 1.4779, 1.4780, 1.4775, 1.4784, 1.478, 1.4776, 1.4780",1.447 - 1.506,Pure Terpenes Line,#769545,#d9c785,3,1,0,0,Sweet Lime,Balanced sweet Citrus body with diesel and eucalyptus notes with a deep woody background. ,"Lemonade, Lime, Camphorous, Diesel, eucalyptus",Herbal,"Myrcene, Limonene, Beta Caryophyllene",0.85,0.834207692,1.476197436
34753be9-6199-4047-bfde-dbc4acd8b05a,Pineapple Express,06/11/9999,"0.8679, 0.8536, 0.8748, 0.8332, 0.8458, 0.8532, 0.8584, 0.8450, 0.8606, 0.8576",0.821 - 0.889,"1.4805, 1.4795, 1.4822, 1.4811, 1.4836, 1.4828, 1.4819, 1.4818, 1.4832, 1.4830",1.452 - 1.512,Pure Terpenes Line,#e2e170,#f1c5c5,5,2,1,0,Sour Skunk,Citrus-pine body with sour tropical skunky notes,"tropical, Sour, Skunk",Sour,"Beta Caryophyllene, Myrcene, Limonene",0.883,0.85501,1.48196
72f43de2-eafe-49de-a24f-8a0d9b13c3fc,Purple Haze,6-32-9999,"0.8468, 0.8324, 0.8553, 0.8426, 0.8228",0.806 - 0.874,"1.4778, 1.4783, 1.4805, 1.4680, 1.4806",1.447 - 1.507,Pure Terpenes Line,#6c0089,#ffff69,2.5,1,,,Sharp herbal,A purple floral creaminess with a sweet hazy layer and a hint of chemical ammonia.,"Floral, sweet, Haze",Haze,"Myrcene, Beta Caryophyllene, Limonene",0.858,0.83998,1.47704
30c152b6-f1c6-4128-9ec2-1b0129f4e333,Skunk#1,06/07/9999,"0.8068, 0.8078, 0.8032, 0.8016, 0.8066, 0.7908, 0.8068",0.771 - 0.836,"1.4689, 1.4687, 1.4698, 1.4707, 1.4697, 1.4693, 1.4718",1.44 - 1.499,Pure Terpenes Line,#364a2a,#f9c3c3,5,3,0,0,Grapefruit,"Strong citrus-diesel body, sweet fruity notes, herbal back notes with tropical skunky top notes","Diesel, pine, sweet, Grapefruit",Skunk,"Myrcene, Alpha Pinene, Limonene",0.822,0.803371429,1.469842857
9477a392-2a36-4422-8de4-4ca9b85a13e2,Skywalker OG,6-528-9999,"0.834, 0.8384, 0.8440, 0.8390, 0.8208",0.802 - 0.869,"1.4763, 1.4779, 1.4768, 1.4792, 1.4780",1.448 - 1.507,Pure Terpenes Line,#758e65,#ffc743,2.5,1,,,Floral Citrus,floral with a hint of citrus earth tones,"Floral, citrus, Earthy",Earthy,"Myrcene, Beta Caryophyllene, Limonene",,0.83524,1.47764
933d34e3-1f9a-476c-a12d-ef28d39cae3d,Sour Diesel,6-503-9999,".8595, 0.8614, 0.8681, 0.8421, 0.8498, 0.8558, 0.8406",0.820 - 0.888,"1.4767, 1.4794, 1.4818, 1.4797, 1.4795, 1.4814, 1.4823",1.451 - 1.51,Pure Terpenes Line,#93f631,#bdb5b5,3.5,2,1,,Citrus Diesel,A mild citrus profile leaning towards lime-lemon peel with touches of fuel-gas-terpinolene.,"Diesel, citrus, Sour, acidic","Citrus, Diesel","Beta Caryophyllene, Limonene, Myrcene",0.859,0.8539,1.480114286
c11e7bdd-b301-4a57-9a86-50683b91ca65,Strawberry Cough PT,6-519-9999,"0.8382, 0.8348, 0.8216, 0.8338, 0.8322, 0.8318",0.799 - 0.865,"1.4709, 1.483, 1.4708, 1.4751, 1.4755, 1.4755",1.446 - 1.505,Pure Terpenes Line,#560d0d,#de7272,3.5,2,1,0,Earthy Fruity,Earthy - muddy with hints of glue aromas and a slightly fruity floral finish,"Fruity, Glue, Earthy, Mud","Floral, Earthy","Myrcene, Alpha Pinene, Beta Caryophyllene",,0.832066667,1.475133333
d1d33aaf-23e4-494f-871d-0c03babc0cef,Strawberry Diesel,6-14-9999,"0.838, 0.8377, 0.8321, .8320, 0.804, 0.817, 0.7872, 0.8238, 0.8172",0.788 - 0.854,"1.4728, 1.472, 1.4754, 1.4746, 1.4738, 1.4732, 1.4739, 1.4755, 1.4758",1.445 - 1.504,Pure Terpenes Line,#ea5a5a,#38b41f,3,1,1,0,Fruity Diesel,Subtle fruitiness akin to strawberries with a top layer of diesel-lime-sour notes.,"Lime, Diesel, Fruity, Earthy","Fruity, Diesel","Myrcene, Alpha Pinene, Beta Caryophyllene",0.85,0.821,1.474111111
e58ed0d8-9cff-48a2-b65b-971782f7bfb6,Sunset Sherbet,6-40-9999,"0.8588, 0.86, 0.8494, 0.832, 0.8570",0.817 - 0.885,"1.4798, 1.4768, 1.4818, 1.4792, 1.4811",1.45 - 1.509,Pure Terpenes Line,#de9600,#cee6ab,4,2,1,,Sweet Musk,A clear musky base with an underlying layer of citrus - subtle herbal notes with hints of fruitiness and delicate tones of crisp pastry.,"Dough, Herbal, Fruity, Sherbert, Fresh",Floral,"Beta Caryophyllene, Limonene, Myrcene",,0.85144,1.47974
64840dd1-20fe-4213-a12e-11ae2092e406,Super Lemon Haze,06/06/9999,"0.8447, 0.8484, 0.847, 0.8067, 0.8330, 0.83, 0.8384, 0.8346, 0.8386, 0.8336, 0.8324, 0.8494, 0.8382, 0.831, 0.8452, 0.8368",0.803 - 0.870,"1.4783, 1.4811, 1.4808, 1.4820, 1.4833, 1.4815, 1.4814, 1.4824, 1.4838, 1.4824, 1.4821, 1.4833, 1.4824, 1.4826, 1.4826, 1.4826",1.452 - 1.512,Pure Terpenes Line,#5c6155,#c6ef94,6,3,0,0,Gassy Lemon,Strong diesel body with fresh lemon-lime haze,"Lime, Diesel, Lemon, Gas","Haze, Diesel","Terpinolene, Limonene, Beta-Ocimene",0.849,0.83675,1.4820375
576bd8d4-006c-4f97-b62b-118694662a75,Super Silver Haze,06/05/9999,"0.8786, 0.852, 0.8424, 0.8228",0.815 - 0.883,"1.4734, 1.4781, 1.4777, 1.4786",1.447 - 1.506,Pure Terpenes Line,#ead96a,#749887,6,3,2,0,Citrus Cake,Sweet musky-diesel body with citrus fruit notes,"Lime, pine, citrus, Dough",Haze,"Myrcene, Beta Caryophyllene, Limonene",0.849,0.84895,1.47695
c11d9870-983c-4310-9d75-9e80603e3ea3,Tahoe OG,6-512-9999,"0.865, 0.8604, 0.8509, 0.8456, 0.8546, 0.8572, 0.8562, 0.8376",0.819 - 0.888,"1.4763, 1.4768, 1.4789, 1.4786, 1.4805, 1.4782, 1.4804, 1.4797",1.449 - 1.508,Pure Terpenes Line,#4e7a4a,#f1910e,4,3,,,Spicy Citrus,"Citrus, earthy, fresh pine, hint of icy","pine, citrus, Fresh",Earthy,"Limonene, Beta Caryophyllene, Myrcene",0.861,0.8534375,1.478675
cb97e87f-1660-4c0d-9c7f-6396e4539958,Tangie,6-16-9999,"0.8365, 0.8256, 0.8304, 0.8222, 0.8268",0.795 - 0.861,"1.4779, 1.4770, 1.4775, 1.4786, 1.4792",1.448 - 1.508,Pure Terpenes Line,#ff9600,#ffbc68,4,3,2,0,Herbal Citrus,"A citrus profile leaning towards sweet, ripe clementine with touches of tropical tones.","citrus, tropical, Herbal",Citrus,"Myrcene, Beta Caryophyllene, Alpha Pinene",0.848,0.8283,1.47804
b29f8a2d-f8cf-45aa-9085-221a2c0fd4f4,Toffee Diesel,6-500-9999,"0.8645, 0.8554, 0.8582, 0.8454, 0.8544, 0.8200",0.816 - 0.884,"1.4852, 1.4855, 1.4875, 1.4877, 1.4878, 1.4879",1.457 - 1.517,Pure Terpenes Line,#afa277,#829089,6,3,1,,Sweet Diesel,Strong Diesel body with gentle burnt caramel notes,"caramel, sugar, Lemon, Gas, Fruity, Chocolate",Diesel,"Terpinolene, Humulene, Alpha Bisabolol",,0.84965,1.486933333
c6e0de59-a794-4d00-b729-2da72e7af984,Trainwreck,6-15-9999,".8379, 0.8323, 0.818, 0.8388, 0.8322, 0.8282",0.798 - 0.864,"1.4756, 1.4794, 1.4761, 1.4804, 1.4797, 1.4810",1.449 - 1.508,Pure Terpenes Line,#8c6b39,#7db575,5,3,0,0,Sour Grass,"Unique aromatic phenotype, sweet and sour notes of fresh cannabis with sour-mint notes","Camphorous, Sour, Herbal, Grass",Sour,"Beta Caryophyllene, Myrcene",0.844,0.831233333,1.4787
8ddad683-7fca-4b62-a14b-041bd7daaab9,Wedding Cake,6-23-9999,".8451, 0.8452, 0.8296, 0.8158, 0.8416, 0.8422, 0.8312",0.802 - 0.869,"1.478, 1.4784, 1.4807, 1.4804, 1.4804, 1.4796, 1.4813",1.45 - 1.509,Pure Terpenes Line,#dc9755,#f5e82c,5,3,1,1,Mango-Diesel,Sour glue base with tropical notes,"Diesel, Sour, Glue, Mango",Glue,"Myrcene, Beta Caryophyllene, linalool",0.8496,0.835814286,1.479828571
db7c0cdf-7354-4b1c-bd2b-31774fef5040,White Widow,6-533-9999,".842, 0.8302, 0.8294, 0.8324, 0.8268, 0.8378, 0.8454, 0.8278, 0.835",0.801 - 0.867,"1.4723, 1.4737, 1.4729, 1.4738, 1.4729, 1.4747, 1.4754, 1.4745, 1.4754",1.444 - 1.503,Pure Terpenes Line,#4c989c,#aad272,3.5,3,1,,Lemon Glue,"A gassy, glue-like opening that transitions into soft pine and hazy musk, rounded by light lemon brightness with subtle tarragon and lavender nuances.","pine, Gas, Haze, Glue, Musk",Haze,"Limonene, Myrcene, Beta-Ocimene",,0.834088889,1.473955556
0dbed8c7-485b-4131-bf38-73ba90d5101a,Wild Orange,6-35-9999,"0.8409, 0.8288, 0.8164, 0.8370, 0.8218, 0.8194, 0.8374, 0.8416",0.797 - 0.864,"1.4703, 1.4706, 1.4725, 1.4722, 1.4715, 1.4726, 1.4722, 1.4732",1.442 - 1.501,Pure Terpenes Line,#ffae00,#ff7508,5,1,5,,Fresh citrus,strong orange peel notes. high limonene. Bitter notes that remind the white part of orange pill. Sweet and sour. freshly peeled tangerine.,"Lemonade, Lime, SweetOrange, Orange, orangepeel","Citrus, Fruity","Limonene, Myrcene, Sabinene",,0.8304125,1.4718875
219e4095-5739-4c55-b282-0c10c6c4c7e2,Black Domina,6-522-9999,0.8478,0.814 - 0.882,1.4778,1.448 - 1.507,Pure Terpenes Line,#6fb56b,#b37431,4,2,1,,Pine,"Pine-driven, fresh herbal aroma with citrus and floral touches, subtle spice, light plastic/soapy nuances, and woody, eucalyptus-like undertones.","pine, Herbal, Wood",Woody,"Alpha Pinene, Beta Caryophyllene, Myrcene",,0.8478,1.4778
02dda3e5-ad19-40ff-88a0-10ab8d7c6d40,Adom #9,6-511-9999,0.8512,0.817 - 0.885,1.4803,1.451 - 1.51,Pure Terpenes Line,#daa12e,#c97fd0,4,1,2,2,Spiced honey,"A sweet, indulgent profile blending caramel, chocolate, and honey with soft floral tones and a gentle sweet-spice warmth.","Floral, Chocolate, Honey, Spices","Floral, Sweet","Myrcene, Beta Caryophyllene, Alpha Pinene",,0.8512,1.4803
25cec3fa-8711-4aca-9d19-010f4547b7dc,ACDC,6-21-9999,"0.8776, 0.8604, 0.8506",0.828 - 0.897,"1.4848, 1.4862, 1.4867",1.456 - 1.516,Pure Terpenes Line,#d3e24f,#7bbd6a,3,2,2,,Soft lemon,"A bright sour opening balanced by sweet lemon nuances, layered with herbal sage spice and grounded by a warm, woody undertone.","Sour, Lemon, Herbal, sharp",Sour,"Beta Caryophyllene, Humulene, Limonene",,0.862866667,1.4859
57ae91ce-953e-4954-a11d-62396a976c26,Candy Jack,6-502-9999,"0.8583, 0.8758, 0.8772",0.836 - 0.905,"1.4874, 1.4883, 1.4882",1.458 - 1.518,Pure Terpenes Line,#ff6969,#ff8807,5,2,1,1,Candy Diesel,High tones of floral sweetness with a resemblance to sweet and creamy citrus candy.,"Floral, citrus, creamy, Sweat","Candy, Chemical","Beta Caryophyllene, Borneol, linalool",0.9027,0.870433333,1.487966667
f128bff2-c863-4166-aeae-3ebd955378eb,Cheese,06/08/9999,"0.819, 0.8298",0.791 - 0.857,"1.4782, 1.4783",1.449 - 1.508,Pure Terpenes Line,#ffd016,#d9de94,2.5,2,,,Tropical Floral,"Delicate tartness with hints of very subtle cheesiness, the top aroma layer can be interpreted as slightly diesel-like.","Diesel, Cheese, savory","Diesel, Cheesy","Myrcene, Beta Caryophyllene, Limonene",0.85,0.8244,1.47825
5f4b59d8-20c7-4b2d-8721-698f77280f9d,Chemdawg,6-518-9999,"0.8744, 0.8646, 0.8742",0.836 - 0.906,"1.482, 1.4852, 1.4843",1.454 - 1.514,Pure Terpenes Line,#aad0a3,#edf361,4,1,1,,Citrus,"Citrus-forward, herbal, and green notes with pine, camphor, and light diesel nuances, showing sharp, fresh, slightly sweet, and hazy aromatic tones.","Floral, citrus, Herbal",Diesel,"Limonene, Beta Caryophyllene, Myrcene",,0.871066667,1.483833333
77d83bf7-2a9a-451e-9ee2-b0209c1c86e6,GDP,6-501-9999,"0.8433, 0.8254, 0.8273, 0.824, 0.8292, 0.8338, 0.8456, 0.8258, 0.8178",0.797 - 0.863,"1.4775, 1.4778, 1.4788, 1.4797, 1.4792, 1.4784, 1.4788, 1.4803, 1.4802",1.449 - 1.509,Pure Terpenes Line,#ff7dd1,#759773,3,2,,,Purple Earthy,"sweet, herbal , floral with a citrus aroma","Floral, citrus, sweet, Herbal",Floral,"Alpha Pinene, Myrcene, Beta Caryophyllene",0.839,0.830244444,1.478966667
c24cc291-2d51-4c06-a0fe-b69f2f790036,Gelato,6-508-9999,"0.8404, 0.8522",0.812 - 0.880,"1.4837, 1.4832",1.454 - 1.513,Pure Terpenes Line,#d5b126,#d3b1da,3.5,2,,1,Tropical Dough,"A very refined profile with tones of delicate citrus, a hint of crisp pastry, and a floral, creamy aftertaste.","Floral, citrus, Dough, peppery","Citrus, creamy","Beta Caryophyllene, Limonene, Humulene",0.8485,0.8463,1.48345
dde2b3eb-f390-4bcf-9e3c-ea4b219ed1a2,Strawnana,6-37-9999,"0.8537, 0.8488",0.817 - 0.885,"1.4762, 1.4773",1.447 - 1.506,Pure Terpenes Line,#e05858,#dede6e,3,1,2,,Herbal Dough,"A floral profile with relatively strong fruity and herbal undertones, accompanied by touch-induced glue notes - a bloom of flowers.","Herbal, Fruity, Glue","Fruity, Herbal","Limonene, Beta Caryophyllene, Beta-pinene",,0.85125,1.47675
f477d3d2-9a4d-430a-85cc-18d2bc62facc,Headband,6-515-9999,"0.824, 0.8408, 0.8425, 0.8408, 0.8450, 0.8402",0.805 - 0.872,"1.4788, 1.4792, 1.4798, 1.4799, 1.479, 1.4785",1.45 - 1.509,Pure Terpenes Line,#785151,#afa277,2.5,2,,,Sour Diesel,earthy sour with diesel notes,"Diesel, Sour",Musky,"Beta Caryophyllene, Limonene, Myrcene",,0.838883333,1.4792
d11d7444-33ce-47ee-b9fb-0f5e1ac62050,Lemon burst,6-34-9999,,0.000 - 0.000,,0 - 0,Pure Terpenes Line,#fdff04,#feff46,4,0,2,0,Soft lemon,soft lemon notes with hints of herbal and floral terpenes,"citrus, Lemon, Herbal, Fresh",Citrus,"Limonene, Beta Caryophyllene, Beta-pinene",,,
0798f0e0-3448-4491-a302-c5aafad47d65,Purple Urkle,6-545-9999,,0.000 - 0.000,,0 - 0,Pure Terpenes Line,#8d74df,#635353,3.5,2,2,,Purple Floral,Purple fruit with a hint of earth spice,"Floral, Fruity, Spicy",Floral,"Myrcene, Beta Caryophyllene, Alpha Pinene",0.829,,
5f76fa94-4054-4797-9838-27362f505c9c,Mayim 3.0A,H-20C-9999,"0.8433, 0.839, 0.8504",0.810 - 0.878,"1.4912, 1.4637, 1.4928",1.453 - 1.512,Pure Terpenes Line,#8e9284,#50693c,4,1,,,Earthy Musk,Earthy and peppery,"Earthy, peppery",Earthy,"Beta Caryophyllene, Nerolidol, Humulene",,0.844233333,1.482566667
